% Definición de ejes:
%   - 'y' para la cuerda (y=0 en el borde de ataque ; y=1 en el borde de fuga)
%   - 'x' para la altura (x>0 para el extradós      ; x<0 para el intradós   )

% Relación de espesor de este perfil
0.405 % NO DEJAR ESPACIOS ANTES DE ESTE NÚMERO

% Coordenadas
% y         x
0.000000	0.000000
0.001240	0.015520
0.003880	0.031330
0.007920	0.045050
0.013370	0.057900
0.020220	0.070700
0.028470	0.083240
0.038120	0.095490
0.049180	0.107400
0.061640	0.118840
0.075510	0.129720
0.090770	0.139980
0.107450	0.149530
0.125520	0.158310
0.144990	0.166250
0.165870	0.173230
0.188160	0.179160
0.211840	0.183880
0.236930	0.187290
0.263330	0.189240
0.290000	0.189790
0.316670	0.189140
0.343330	0.187460
0.370000	0.184910
0.396670	0.181540
0.423330	0.177390
0.450000	0.172530
0.476670	0.167010
0.503330	0.160880
0.530000	0.154170
0.556670	0.146980
0.583330	0.139380
0.610000	0.131420
0.636670	0.123180
0.663330	0.114710
0.690000	0.106050
0.716670	0.097240
0.743330	0.088320
0.769610	0.079470
0.794840	0.070940
0.819020	0.062750
0.842160	0.054930
0.864250	0.047540
0.885290	0.040560
0.905290	0.034000
0.924250	0.027860
0.942160	0.022120
0.959020	0.016700
0.974840	0.011580
0.989610	0.006780
0.993140	0.005650
0.996600	0.004550
1.000000	0.003470
1.000000	0.000000
1.000000	-0.003470
0.996600	-0.002610
0.982350	0.000400
0.967060	0.002320
0.950720	0.003030
0.933330	0.002580
0.914900	0.001030
0.895420	-0.001600
0.874900	-0.005390
0.853330	-0.010450
0.830720	-0.016810
0.807060	-0.024520
0.782350	-0.033540
0.756600	-0.043820
0.730000	-0.055190
0.703330	-0.067170
0.676670	-0.079580
0.650000	-0.092280
0.623330	-0.105150
0.596670	-0.118040
0.570000	-0.130830
0.543330	-0.143330
0.516670	-0.155370
0.490000	-0.166730
0.463330	-0.177270
0.436670	-0.186830
0.410000	-0.195270
0.383330	-0.202480
0.356670	-0.208270
0.330000	-0.212430
0.303330	-0.214760
0.276670	-0.215010
0.250000	-0.212970
0.224210	-0.208700
0.199820	-0.202570
0.176840	-0.194960
0.155260	-0.186160
0.135080	-0.176350
0.116310	-0.165670
0.098930	-0.154290
0.082970	-0.142300
0.068400	-0.129820
0.055240	-0.116980
0.043480	-0.103920
0.033120	-0.090760
0.024170	-0.077660
0.016620	-0.064460
0.010470	-0.051170
0.005720	-0.037830
0.002380	-0.023330
0.000440	-0.009050
0.000180	-0.005670
