% Axis definition:
%   - 'y' Along the chord (y = 0 on the leading edge ; y = 1 on the trailing edge)
%   - 'x' Along the thickness (x > 0 for extrados      ; x < 0 for intrados   )

% Airfoil thickness aspect ratio
1.00

% Coordinates
% y         x
0            0
0.001903	 0.043578
0.007596	 0.086824
0.017037	 0.12941
0.030154	 0.17101
0.046846	 0.211309
0.066987	 0.25
0.090424	 0.286788
0.116978	 0.321394
0.146447	 0.353553
0.178606	 0.383022
0.213212	 0.409576
0.25	     0.433013
0.288691	 0.453154
0.32899	     0.469846
0.37059	     0.482963
0.413176	 0.492404
0.456422	 0.498097
0.5	         0.5
0.543578	 0.498097
0.586824	 0.492404
0.62941	     0.482963
0.67101	     0.469846
0.711309	 0.453154
0.75	     0.433013
0.786788	 0.409576
0.821394	 0.383022
0.853553	 0.353553
0.883022	 0.321394
0.909576	 0.286788
0.933013	 0.25
0.953154	 0.211309
0.969846	 0.17101
0.982963	 0.12941
0.992404	 0.086824
0.998097	 0.043578
1	         0
0.998097	-0.043578
0.992404	-0.086824
0.982963	-0.12941
0.969846	-0.17101
0.953154	-0.211309
0.933013	-0.25
0.909576	-0.286788
0.883022	-0.321394
0.853553	-0.353553
0.821394	-0.383022
0.786788	-0.409576
0.75	    -0.433013
0.711309	-0.453154
0.67101	    -0.469846
0.62941	    -0.482963
0.586824	-0.492404
0.543578	-0.498097
0.5	        -0.5
0.456422	-0.498097
0.413176	-0.492404
0.37059	    -0.482963
0.32899	    -0.469846
0.288691	-0.453154
0.25	    -0.433013
0.213212	-0.409576
0.178606	-0.383022
0.146447	-0.353553
0.116978	-0.321394
0.090424	-0.286788
0.066987	-0.25
0.046846	-0.211309
0.030154	-0.17101
0.017037	-0.12941
0.007596	-0.086824
0.001903	-0.043578
